Category,Type,Quote,Criteria,Direction,QA Status
Actor,AI Governance Actor,Misaligned AI causing great harm represents a fundamental failure of the national security state meaning AI governance actors are responsible for preventing this great harm.,Responsibility,higher,complete
Actor,AI Governance Actor,Some responsibility for AI Governance actors due to their lack of reaction to AI developers lobbying,Responsibility,higher,complete
Actor,AI Governance Actor,Only developers have reasonable capability to intervene on this while only governments have a strong obligation to do so on the behalf of their citizens.,Responsibility,higher,complete
Actor,General,I think there's a category error by including AI Governance Actors in this assessment. They're different in kind of users developers and deployers. They're more like a sector if anything.,general comment,general comment,method critique
Actor,AI Infrastructure Provider,Deployers and infrastructure providers must secure their systems.,Responsibility,higher,complete
Actor,AI Infrastructure Provider,The responsibilities here fall most heavily on deployers somewhat on infra providers (both of whom can prevent runaway failures with proper segmentation and system runtime behavioral anomaly detection and response).,Responsibility,higher,complete
Actor,AI User,Users and affected stakeholders should not be burdened with responsibility though they are the most vulnerable in misalignment scenarios.,Responsibility,lower,complete
Actor,AI User,Users are responsible for securing system use governing who can instruct AI for what use cases - having the clearly desired outcomes articulated as well as modalities of task failure remains in the users' hands.,Responsibility,higher,complete
Actor,AI User,Individual users deployers etc. are not in the causal chain except in their capacity as constituents of the relevant government.,Responsibility,lower,complete
General,General,Regarding AI users qua AI users you know my caveat by now.,general comment,general comment,method critique - EXCLUDE
Actor,Affected Stakeholder,Users and affected stakeholders should not be burdened with responsibility though they are the most vulnerable in misalignment scenarios.,Responsibility,lower,complete
Actor,Industry Bodies,I believe that industry bodies should be highly responsible for this risk as self-regulation is the most common approach in many jurisdictions and industry bodies are empowered to establish industry standards that minimise common harms to each sector.,Responsibility,higher,complete
Sector,All Sectors,AI misalignment is not sector-specific.,General Vulnerability Comment,higher,complete
Sector,All Sectors,This is hard to assess. It feels like humanity is all equally exposed to this perhaps varying only on factors that we can't foresee (like what goal the AI will pursue),General Vulnerability Comment,higher,complete
Sector,All Sectors,The failure mode is universal as AI systems become widely capable,General Vulnerability Comment,higher,complete
Sector,All Sectors,With respect to the risk for AI takeover we are all in the same boat.,General Vulnerability Comment,higher,complete
Sector,All Sectors,Rogue AI is a threat to all of humanity,General Vulnerability Comment,higher,complete
Sector,All Sectors,Decent chance literally everyone dies because of this.,General Vulnerability Comment,higher,complete
Sector,All Sectors,These categories do not feel like a useful way to analyze this axis of vulnerability. AI takeover and adjacent risks are not sector-specific and the primary way in which key ecosystem actors are exposed to the risk is by being composed of humans that are at risk of being supplanted by power-seeking AI.,General Vulnerability Comment,higher,method critique
Sector,All Sectors,For large scale systemic risks that could arise due to misaligned agents it is difficult to break the risk down by sector because every sector would be deeply impacted if the risks were to materialize,General Vulnerability Comment,higher,complete
Sector,All Sectors,I consider all sectors to have *some* level of risk from misaligned AI since even minimally exposed sectors would be affected indirectly if misaligned AI self-propagates and causes a catastrophe. This is because I expect such a catastrophe to affect everyone or at least a uniformly random sample of the population.,General Vulnerability Comment,higher,complete
Sector,All Sectors,All areas are somewhat vulnerable because loss of control of a system in one domain may affect others and it could happen in any agent use case but some are more vulnerable than others if they are using AI extensively and relying heavily on automation.,General Vulnerability Comment,higher,complete
Sector,Information,Most vulnerable sectors: Information Finance Healthcare Scientific R&D Public Administration and National Security - as misaligned AI here poses cascading systemic or existential risks.,Vulnerability,higher,complete
General,General,For Highly Vulnerable (information) I usually refer to reward hacking during implementation which can be relatively easily identified by skilled experts and filtered out over time.,general comment,general comment,EXCLUDE
Sector,Information,Sectors with digitally-accessible resources ... could be helpful or harmful to a rogue AI agent. For example the Information Finance and Insurance and Professional and Technical Services sectors could be hacked or socially engineered to direct money and/or positive public sentiment to a rogue AI.,Vulnerability,higher,complete
Sector,Finance and Insurance,Most vulnerable sectors: Information Finance Healthcare Scientific R&D Public Administration and National Security ‚ as misaligned AI here poses cascading systemic or existential risks.,Vulnerability,higher,complete
Sector,Finance and Insurance,Sectors with digitally-accessible resources ... could be helpful or harmful to a rogue AI agent. For example the Information Finance and Insurance and Professional and Technical Services sectors could be hacked or socially engineered to direct money and/or positive public sentiment to a rogue AI.,Vulnerability,higher,complete
Sector,Healthcare,Most vulnerable sectors: Information Finance Healthcare Scientific R&D Public Administration and National Security ‚ as misaligned AI here poses cascading systemic or existential risks.,Vulnerability,higher,complete
Sector,Scientific R&D,Most vulnerable sectors: Information Finance Healthcare Scientific R&D Public Administration and National Security ‚ as misaligned AI here poses cascading systemic or existential risks.,Vulnerability,higher,complete
Sector,Scientific R&D,For Extremely Vulnerable I refer to highly sensitive high-stakes and hard-to-judge deployment settings such as automated scientific research and National Security.,Vulnerability,higher,complete
Sector,Public Administration,Most vulnerable sectors: Information Finance Healthcare Scientific R&D Public Administration and National Security ‚ as misaligned AI here poses cascading systemic or existential risks.,Vulnerability,higher,complete
Sector,Public Administration,Government sectors could pose threats (or at least obstacles) to misaligned AI systems either directly or indirectly so I would expect misaligned AI systems to target Public Administration excluding National Security and National Security.,Vulnerability,higher,complete
Sector,National Security,Most vulnerable sectors: Information Finance Healthcare Scientific R&D Public Administration and National Security ‚ as misaligned AI here poses cascading systemic or existential risks.,Vulnerability,higher,complete
Sector,National Security,For Extremely Vulnerable I refer to highly sensitive high-stakes and hard-to-judge deployment settings such as automated scientific research and National Security.,Vulnerability,higher,complete
Sector,National Security,If the AI pursuing its own goals in conflict with human goals or values have superintelligent capabilities in safety-critical domains (such as engineering pathogens) then it could pose catastrophic risks to national security and global stability.,Vulnerability,higher,complete
General,General,We've all seen the movies read the books. Rogue AI in control of human security does not end well for humans.,general comment,general comment,EXCLUDE
Sector,National Security,Government sectors could pose threats (or at least obstacles) to misaligned AI systems either directly or indirectly so I would expect misaligned AI systems to target Public Administration excluding National Security and National Security.,Vulnerability,higher,complete
Sector,National Security,Because there are no meaningful mitigations against misaligned AI that are also deployed broadly enough to matter vulnerability largely scales with level of deployment (e.g. national security infra has not integrated AI in a major way and so presents only moderate vulnerability).,Vulnerability,lower,complete
Sector,Transportation,Highly vulnerable sectors: Transportation Professional Services Education Arts ‚ where misalignment amplifies risks of manipulation safety incidents and social destabilization.,Vulnerability,higher,complete
Sector,Professional Services,Highly vulnerable sectors: Transportation Professional Services Education Arts ‚ where misalignment amplifies risks of manipulation safety incidents and social destabilization.,Vulnerability,higher,complete
Sector,Professional and Technical Services,The exceptions to this are sectors with digitally-accessible resources that could be helpful or harmful to a rogue AI agent. For example the Information Finance and Insurance and Professional and Technical Services sectors could be hacked or socially engineered to direct money and/or positive public sentiment to a rogue AI.,Vulnerability,higher,complete
Sector,Education,Highly vulnerable sectors: Transportation Professional Services Education Arts ‚ where misalignment amplifies risks of manipulation safety incidents and social destabilization.,Vulnerability,higher,complete
Sector,Arts,Highly vulnerable sectors: Transportation Professional Services Education Arts ‚ where misalignment amplifies risks of manipulation safety incidents and social destabilization.,Vulnerability,higher,complete
Sector,Agriculture,"Moderately vulnerable sectors: Agriculture Real Estate Management Accommodation, still exposed but with more localized or industry-specific consequences.",Vulnerability,lower,complete
Sector,Real Estate,Moderately vulnerable sectors: Agriculture Real Estate Management Accommodation ‚ still exposed but with more localized or industry-specific consequences.,Vulnerability,lower,complete
Sector,Management,Moderately vulnerable sectors: Agriculture Real Estate Management Accommodation ‚ still exposed but with more localized or industry-specific consequences.,Vulnerability,lower,complete
Sector,Accommodation,Moderately vulnerable sectors: Agriculture Real Estate Management Accommodation ‚ still exposed but with more localized or industry-specific consequences.,Vulnerability,lower,complete
Sector,Manufacturing,I assume no actor/sector is not at all vulnerable. The more likely a sector is to support an unaligned/misaligned AI system in achieving its objectives (through increasing its compute resources via manufacturing manipulating information advancing scientific research manipulating key decision-making entities like public administration and national security) the more likely it is to be vulnerable.,Vulnerability,higher,complete
Sector,Agriculture Mining Manufacturing,Industry assessment of vulnerability include some assumptions such as AI being interfaced with physical domain in agriculture mining and manufacturing. My assessments weigh sensitivity more than exposure.,Vulnerability,higher,complete
Sector,General,Sectors with high power and physical entities are more vulnerable.,General Vulnerability Comment,General Vulnerability Comment,complete
Sector,General,Some actors bear higher responsibility because agency loss of this type may be difficult to reverse once it occurs. So any field with more power to affect the use and perception of AI systems is more vulnerable to AI systems pursuing their own goals in conflict with human goals or values.,General Vulnerability Comment,General Vulnerability Comment,complete
Sector,General,Potentially Professional Sport if that is not already covered within recreation. I think it sits outside recreation personally.,General Vulnerability Comment,General Vulnerability Comment,complete
General,Commentary,All of these ratings are highly contingent upon the language if the hazard materialized.,general comment,,complete
General,Commentary,I considered lowering my ratings here to highly vulnerable as I believe this risk will emerge only once AGI is achieved; however I have kept the ratings at extremely vulnerable as I don't believe any sector is ready for the risk of misalignment regardless of whether we actually have the technology that can create the risk or not.,General Vulnerability Comment,lower,complete
General,Commentary,All current programs to address this risk asume that the AI will express communicate or transmit its conflicting acts in human terms. For example the debate about AI being actually creative or generating a novel idea it is expected to be expressed for humans. However the actual risk is that AI has no need to communicate its own goals so this risk is a top priority of research because this risk is the most difficult to assess to date with the current protocols.,General responsibility comment ,,complete
Actor,AI Developer (General-purpose AI),My main risk driver here is system designers who configure a GPAI or RL based based system for a certain purpose being too careless about ensuring good alignment with broader society because they are in a hurry or because they do not care that much about externalities or human values in the first place.,Responsibility,higher,complete
General,Commentary,One common fallacy about responsibility is share of the total / zero sum thinking. Two different actors can be primarily responsible for the same thing.,general comment,general comment,method critique
General,Commentary,Current AI systems don't pose much of an autonomous threat risk. This remains a hypothetical future threat. It is a threat that I find plausible and even disturbingly likely but compared to the threats posed by power concentration it's not a threat that is virtually inseparable from working AI technology. In other words working AI technology will always require a radical restructuring of society to avert disaster via power concentration but working AI technology will not necessarily always result in in a goal-pursuit threat (even without the invention of new safety technology).,General Vulnerability Comment,lower,complete
Summary,AI Developer (General-purpose AI),"Comments overwhelmingly emphasized GPAI developers' primary responsibility as they design core architectures and foundational models that set reliability standards across applications. Multiple responses noted robustness must be embedded from the start, not patched downstream.",Responsibility,Higher,
Summary,AI Developer (General-purpose AI),"Comments described GPAI developers as highly vulnerable, particularly due to security issues where models are easily fooled, preventing deployment of features like email agents due to credulous behavior and prompt injection risks.",Vulnerability,Higher,
Summary,AI Developer (Specialized AI),"Comments varied, with some noting specialized developers have higher responsibility than GPAI developers due to easier capability assessment in specific use cases, while others emphasized their high responsibility in safety-critical domains like healthcare and law.",Responsibility,Higher,
Summary,AI Developer (Specialized AI),One perspective suggested specialized developers are no different from end users regarding core reliability issues when using foundation models.,Responsibility,Lower,
Summary,AI Developer (Specialized AI),Comments noted specialized developers share high vulnerability with GPAI developers and deployers as they directly influence design and operational performance.,Vulnerability,Higher,
Summary,AI Deployer,"Multiple comments emphasized deployers' high responsibility for vetting use cases, stress-testing in real contexts, and understanding model limitations before deployment. Several noted deployers are the final party making promises about technological performance.",Responsibility,Higher,
Summary,AI Deployer,"Some comments noted deployers may have lower responsibility when they lack technical capability to assess and modify external AI services, particularly non-tech organizations.",Responsibility,Lower,
Summary,AI Deployer,"Comments characterized deployers as highly vulnerable alongside developers, directly influencing design and operational performance.",Vulnerability,Higher,
Summary,AI Deployer,One perspective suggested deployers are less vulnerable as they should have ability to test and mitigate risks.,Vulnerability,Lower,
Summary,AI Governance Actor,"Comments emphasized governance actors' high responsibility for enforcing regulatory frameworks, certification processes, and increasing AI literacy to help users identify appropriate use circumstances.",Responsibility,Higher,
Summary,AI Governance Actor,Comments noted governance actors are highly vulnerable due to reliance on robust systems for compliance enforcement.,Vulnerability,Higher,
Summary,AI Infrastructure Provider,Comments characterized infrastructure providers as having high to moderate responsibility through computational design choices affecting reliability and ability to require testing standards as access conditions.,Responsibility,Higher,
Summary,AI Infrastructure Provider,"Comments noted infrastructure providers are somewhat vulnerable if failures occur at platform level, particularly regarding storage corruption or version mismatch issues.",Vulnerability,Higher,
Summary,AI User,"Comments varied widely, with most characterizing users as minimally responsible with limited control over design and deployment, while some noted moderate to higher responsibility for flagging failures and avoiding overreliance in critical applications.",Responsibility,Lower,
Summary,AI User,"Some comments emphasized users have higher responsibility in specific contexts, particularly for noticing errors in content they can understand versus expert domains like medical advice.",Responsibility,Higher,
Summary,AI User,Comments consistently described users as highly vulnerable due to lack of control and inability to assess robustness as non-experts.,Vulnerability,Higher,
Summary,Affected Stakeholder,Comments noted affected stakeholders face severe downstream harm from non-robust systems without having control.,Vulnerability,Higher,
Summary,"Agriculture, Mining, Construction and Manufacturing","Comments varied, with some characterizing these sectors as highly vulnerable due to dependence on precise outputs, while others rated them moderately vulnerable with localized rather than systemic impacts from automation failures.",Vulnerability,Higher,
Summary,"Agriculture, Mining, Construction and Manufacturing",One perspective suggested lower vulnerability noting impacts are localized rather than systemic.,Vulnerability,Lower,
Summary,"Trade, Transportation, and Utilities","Comments consistently characterized these sectors as highly vulnerable due to robustness failures in logistics, smart grids, and transport AI creating cascading risks, particularly in safety-critical transportation decisions.",Vulnerability,Higher,
Summary,Information,"Comments emphasized high vulnerability due to weaknesses in moderation, personalization, and recommendation engines that can misinform at scale, with information ranked among the most vulnerable sectors.",Vulnerability,Higher,
Summary,Finance and Insurance,"Comments consistently rated finance as extremely vulnerable, noting non-robust AI in trading or credit scoring could trigger systemic failures and market-wide disruptions.",Vulnerability,Higher,
Summary,Real Estate and Rental and Leasing,"Comments characterized real estate as moderately vulnerable, with bias or instability in pricing and screening tools being problematic but less systemic than other sectors.",Vulnerability,Lower,
Summary,Professional and Technical Services,"Comments emphasized high vulnerability as AI-assisted legal, consulting, and engineering tools lacking robustness can cause errors in critical professional advice.",Vulnerability,Higher,
Summary,Scientific Research and Development,Comments highlighted high vulnerability as fragile or untested AI models risk producing false discoveries or unsafe science.,Vulnerability,Higher,
Summary,"Management, Administrative, and Support Services","Comments consistently rated these services as moderately vulnerable, noting bias or breakdowns in HR/admin tools can be damaging but not systemic.",Vulnerability,Lower,
Summary,Educational Services,"Comments characterized education as moderately vulnerable, noting fragile AI grading or tutoring tools risk fairness but consequences are bounded.",Vulnerability,Lower,
Summary,Health Care and Social Assistance,"Comments unanimously rated healthcare as extremely vulnerable, emphasizing AI failures in diagnostics or treatment planning pose life-threatening risks, with healthcare consistently listed among the most critical sectors.",Vulnerability,Higher,
Summary,"Arts, Entertainment, and Recreation","Comments consistently rated arts and entertainment as minimally to moderately vulnerable, noting AI failures may harm trust in content but are not safety-critical with primarily reputational or localized impacts.",Vulnerability,Lower,
Summary,"Accommodation, Food, and Other Services","Comments characterized these sectors as minimally to moderately vulnerable, with non-robust recommendation or booking AI creating inconvenience but limited systemic risk.",Vulnerability,Lower,
Summary,Public Administration excluding National Security,"Comments emphasized high vulnerability as non-robust AI in welfare, benefits, or policing can create systemic injustice affecting rights at scale.",Vulnerability,Higher,
Summary,National Security,"Comments unanimously rated national security as extremely vulnerable, noting fragile AI in defense or intelligence systems can escalate into catastrophic errors, with particular concerns about anomaly detection failures and edge cases.",Vulnerability,Higher,
