Category,Type,Quote,Criteria,Direction,QA Status,Comments
Actor,AI Deployer,Asking developers to mitigate every use case through design implementation and monitoring activities puts an undue burden on the developer; however it should be on the developer to monitor interactions and create a blacklist of unacceptable use cases and prohibit the AI system from doing those activities and appropriately educating the end user on the nature use and limitations of the AI system.,Responsibility,Higher,,
Actor,AI Governance Actor,AI Governance Actor - Highly responsible - Establish standards and enforcement to prevent systemic overreliance.,Responsibility,Higher,,
Actor,AI Developer,I must say that for the excessive reliance on AI the management and regulatory departments of organizations that apply AI technology have the greatest responsibility. Because they should clearly define in what scenarios AI technology is not allowed to be used.,Responsibility,Higher,,
Actor,AI Governance Actor,Highly responsible: Affected stakeholders have ethical duties when deploying AI in vulnerable settings. Governance actors and domain-specific developers shape trust boundaries.,Responsibility,Higher,,
Actor,AI Governance Actor,We will never be able to align the corporate incentives for reducing overreliance. Governance actors must step in and be primarily responsible for mitigating overreliance.,Responsibility,Higher,,
Actor,AI Governance Actor,Primarily a governance failure to prohibit sensitive applications of AI without appropriate testing,Responsibility,Higher,,
Actor,AI Governance Actor,AI governance actors have a key role in increasing public awareness on the risks of overreliance and appropriate behaviours for users to mitigate it.,Responsibility,Higher,,
Actor,AI Governance Actor,AI governance actors also have a high responsibility in sufficiently informing these AI users on what types of decisions shouldn't be delegated.,Responsibility,Higher,,
Actor,AI Governance Actor,User education governance and guardrails and deployment strategy are essential to ensure sustained knowledge is not lost forever,Responsibility,Higher,,
Actor,AI User,Users are moderately responsible since awareness and critical use are important though their systemic power is limited.,Responsibility,Higher,,
Actor,AI User,AI User - Moderately responsible - Users should exercise judgment but their control is limited.,Responsibility,"Higher, Lower",,
Actor,AI User,Moderately responsible: Users and infrastructure providers contribute to system-level reliance but are often reacting to upstream decisions.,Responsibility,"Higher, Lower",,
Actor,AI User,Users cannot be seen to be fully responsible if developers are driving models to be more engaging and if the user is not properly informed of these risks but ultimately a user should be partially responsible for overuse.,Responsibility,Higher,,
Actor,AI User,Users and affected stakeholders are the most vulnerable but have limited agency to mitigate risks themselves so their responsibility is minimal.,Responsibility,Lower,,
Actor,AI User,While users arent completely reasonable for the use cases of AI they do have moral obligations on their own ends to decide whether to use AI for good or bad.,Responsibility,Higher,,
Actor,AI User,Humans delegating key decisions is primarily the fault of these humans hence primarily responsible for AI users.,Responsibility,Higher,,
Actor,AI Infrastructure Provider,Infrastructure providers have minimal responsibility.,Responsibility,Lower,,Exclude - not a useful quote
Actor,AI Infrastructure Provider,AI Infrastructure Provider - Minimally responsible - Provide backbone systems but not reliance behaviors.,Responsibility,Lower,,
Actor,AI Infrastructure Provider,Primary responsibility lies with developers deployers and infrastructure providers as they design and control the conditions under which overreliance occurs.,Responsibility,Higher,,
Actor,Affected Stakeholder,affected stakeholders should not be held responsible as they are the ones most exposed to harm.,Responsibility,Lower,,
Actor,Affected Stakeholder,Affected Stakeholder - Not at all responsible - Suffer harms but cannot prevent overreliance.,Responsibility,Lower,,
Actor,Affected Stakeholder,Highly responsible: Affected stakeholders have ethical duties when deploying AI in vulnerable settings.,Responsibility,Higher,,
Actor,Affected Stakeholder,Affected stakeholder -- could arise via overreliance of upstream user. E.g. citizen exposed to risk via overreliance on the part of a public services worker.,Vulnerability,Higher,,
Actor,Affected Stakeholder,Users and affected stakeholders are the most vulnerable but have limited agency to mitigate risks themselves so their responsibility is minimal.,Vulnerability,Higher,,
Actor,Educational Institutions,Additionally educational and training institutions must be recognized as responsible actors since they provide the knowledge and cultural frameworks needed to avoid unsafe overreliance on AI.,Responsibility,Higher,,exclude - not assessing responsibility for sectors
Actor,Industry Bodies,I believe that industry bodies should be highly responsible for this risk as self-regulation is the most common approach in many jurisdictions and industry bodies are empowered to establish industry standards that minimise common harms to each sector.,Responsibility,Higher,,"suggesting actor not included in set, remove"
Sector,All Sectors,With my vulnerability assessments I do not believe there is currently any sector that isnt extremely vulnerable to the risks associated with AI - based on my experiences in studying AI risk in defence transport higher education healthcare. social work etc. I have yet to see any sociotechnical system that has an appropriate set of controls in place to manage AI risks.,Vulnerability,Higher,,
Sector,Commentary ,My ratings are high because I do not have faith that people will think before choosing to use AI. They will instead fall for the marketing hype.,Vulnerability,Higher,,
Sector,Commentary ,I would caveat my answers by saying these areas are all vulnerable if they over-adopt. If a high vulnerability area does not adopt AI extensively then the risks decline but each industry chosen as extremely vulnerable to overreliance or misplaced trust is likely to have market or other pressures to adopt and so they will face this vulnerability.,Vulnerability,Higher,,
Sector,All Sectors,Similar to before: perverse incentives exist for AI vendors to promote anthropomorphising AI systems and overreliance on the same. There's no real difference between industry sectors - it applies equally to the technology overall.,Vulnerability,Higher,,
Sector,Healthcare,The most vulnerable sectors to overreliance and unsafe use are healthcare national security finance and education where excessive trust in AI systems can lead to direct harm to human lives systemic instability and erosion of autonomy.,Vulnerability,Higher,,
Sector,Healthcare,Statistically people involved in highly stressing tasks such as health care and social assistance are already at high risk to develop depression burnout and suicide attempts. This makes this population highly vulnerable to AI risks related to overreliance and unsafe use. An ER nurse coping with burnout and suicidal thoughts it is in extreme risk if instead of seeking professional counseling decides to rely on a LLM conversational tool.,Vulnerability,Higher,,
Sector,Healthcare,Health Care and Social Assistance - Extremely vulnerable - Over-trusting diagnostics or treatment advice poses life-threatening risks.,Vulnerability,Higher,,
Sector,Healthcare,Healthcare: Medical professionals face risks when AI appears confident but provides subtly incorrect clinical information,Vulnerability,Higher,,
Sector,Healthcare,Ratings reflect consequences of over-trust: life- and safety-critical or tightly networked systems (healthcare national security transport/energy utilities and algorithmic finance/IT decisioning) are higher because automated errors bias or cyber-triggered outages can quickly cascade into physical harm legal exposure or systemic disruption.,Vulnerability,Higher,,
Sector,Healthcare,All of these industries rely on high-quality information and complex decision making which if substituted with AI decision making or guidance are highly vulnerable to these risks.,Vulnerability,Higher,,
Sector,National Security,The most vulnerable sectors to overreliance and unsafe use are healthcare national security finance and education where excessive trust in AI systems can lead to direct harm to human lives systemic instability and erosion of autonomy.,Vulnerability,Higher,,
Sector,National Security,National Security - Extremely vulnerable - Over-trusting in defense or intelligence could trigger catastrophic outcomes.,Vulnerability,Higher,,
Sector,National Security,National Security — Extremely Vulnerable: Malicious actors are already exploiting U.S. military service members through social media video games and dating apps. AI will further enhance capabilities of the malicious actors giving them greater access making them more persuasive and potentially enabling them to cause more harm.,Vulnerability,Higher,,
Sector,National Security,Ratings reflect consequences of over-trust: life- and safety-critical or tightly networked systems (healthcare national security transport/energy utilities and algorithmic finance/IT decisioning) are higher,Vulnerability,Higher,,
Sector,Finance,The most vulnerable sectors to overreliance and unsafe use are healthcare national security finance and education where excessive trust in AI systems can lead to direct harm to human lives systemic instability and erosion of autonomy.,Vulnerability,Higher,,
Sector,Finance,Finance and Insurance - Highly vulnerable - Overreliance for scoring fraud detection and trading risks systemic instability.,Vulnerability,Higher,,
Sector,Finance,Ratings reflect consequences of over-trust: life- and safety-critical or tightly networked systems (healthcare national security transport/energy utilities and algorithmic finance/IT decisioning) are higher,Vulnerability,Higher,,
Sector,Education,The most vulnerable sectors to overreliance and unsafe use are healthcare national security finance and education where excessive trust in AI systems can lead to direct harm to human lives systemic instability and erosion of autonomy.,Vulnerability,Higher,,
Sector,Education,Educational Services - Highly vulnerable - Overuse in grading and proctoring risks fairness and judgment issues.,Vulnerability,Higher,,
Sector,Education,Educational Services and Researchers: Teachers and students may develop inappropriate dependence on AI for learning and assessment,Vulnerability,Higher,,
Sector,Education,Many of the most vulnerable sectors are not those building AI but those trusting it implicitly — teachers caregivers content creators public communicators. Risk lies not only in model design but in silent delegation. The more invisible the reliance the greater the vulnerability.,Vulnerability,Higher,,
Sector,Public Administration,Public administration transportation and management services are also highly exposed due to their reliance on automated decision-making.,Vulnerability,Higher,,
Sector,Public Administration,Public Administration (excl. National Security) - Highly vulnerable -Overreliance in resource allocation and policing risks bias and erosion of trust.,Vulnerability,Higher,,
Sector,Public Administration,Public Administration: In this area even with less reliance on LLMs any reliance at all on unsafe systems will affect a lot of people. So the vulnerability of users in this specific area is very high.,Vulnerability,Higher,,
Sector,Transportation,Public administration transportation and management services are also highly exposed due to their reliance on automated decision-making.,Vulnerability,Higher,,
Sector,Transportation,Trade Transportation and Utilities - Highly vulnerable - logistics and smart grids create cascading risks if overrelied upon.,Vulnerability,Higher,,
Sector,Transportation,Ratings reflect consequences of over-trust: life- and safety-critical or tightly networked systems (healthcare national security transport/energy utilities and algorithmic finance/IT decisioning) are higher,Vulnerability,Higher,,
Sector,Management Services,Public administration transportation and management services are also highly exposed due to their reliance on automated decision-making.,Vulnerability,Higher,,
Sector,Management Services,Management Administrative Support Services - Moderately vulnerable - HR and workflow automation risks bias and fragile dependencies.,Vulnerability,Higher,,
Sector,Real Estate,Sectors like real estate and accommodation services remain minimally vulnerable with limited exposure.,Vulnerability,Lower,,
Sector,Real Estate,Real Estate and Rental and Leasing - Moderately vulnerable - valuations and tenant screening may lead to bias but risks are less critical.,Vulnerability,Lower,,
Sector,Real Estate,Sectors with more bounded tasks and stronger human-in-the-loop oversight (e.g. manufacturing real estate arts/hospitality administrative services) are lower since failures are likelier to be caught early or remain operational/reputational rather than catastrophic.,Vulnerability,Lower,,
Sector,Accommodation Services,Sectors like real estate and accommodation services remain minimally vulnerable with limited exposure.,Vulnerability,Lower,,
Sector,Accommodation Services,Accommodation Food and Other Services - Moderately vulnerable - booking/delivery risks failures and misuse.,Vulnerability,Lower,,
Sector,Information,The highest vulnerability sectors are Information Finance Healthcare and National Security where human judgment is most at risk of being replaced by automated systems with significant personal or societal consequences.,Vulnerability,Higher,,
Sector,Information,Information - Extremely vulnerable - Overuse in content moderation and personalization risks misinformation and manipulation.,Vulnerability,Higher,,
Sector,Information,Information sector: Journalists and researchers may unknowingly propagate AI-generated misinformation due to the plausible nature of LLM outputs,Vulnerability,Higher,,
Sector,Information,Sectors that use AI to create automate and provide services to end-users within the public sphere will see the highest dependencies and overreliance-- likely spurred through the use of chatbots or digital entities/AI humans used to automate low value use cases.,Vulnerability,Higher,,
Sector,Manufacturing,Moderately vulnerable sectors include Manufacturing Science and Arts where autonomy risks are present but not always life-critical.,Vulnerability,Lower,,
Sector,Manufacturing,Agriculture Mining Construction Manufacturing - Moderately vulnerable - robotics and predictive tools can be misused.,Vulnerability,Lower,,
Sector,Manufacturing,Sectors with more bounded tasks and stronger human-in-the-loop oversight (e.g. manufacturing real estate arts/hospitality administrative services) are lower since failures are likelier to be caught early or remain operational/reputational rather than catastrophic.,Vulnerability,Lower,,
Sector,Science,Moderately vulnerable sectors include Manufacturing Science and Arts where autonomy risks are present but not always life-critical.,Vulnerability,Lower,,
Sector,Science,Scientific Research and Development Services - Highly vulnerable - Heavy reliance in biotech and materials science risks false or unsafe conclusions.,Vulnerability,Higher,,
Sector,Arts,Moderately vulnerable sectors include Manufacturing Science and Arts where autonomy risks are present but not always life-critical.,Vulnerability,Lower,,
Sector,Arts,Arts Entertainment and Recreation - Moderately vulnerable - AI in content personalization and creation risks cultural/creative overdependence.,Vulnerability,Higher,,
Sector,Arts,Sectors with more bounded tasks and stronger human-in-the-loop oversight (e.g. manufacturing real estate arts/hospitality administrative services) are lower,Vulnerability,Lower,,
Sector,Professional/Technical Services,Professional and Technical Services - Highly vulnerable -Professionals may over-trust AI in legal consulting or engineering tasks.,Vulnerability,Higher,,
Sector,Professional/Technical Services,Professional/Technical Services: Consultants and analysts risk over-relying on AI for complex problem-solving where nuanced human judgment is critical,Vulnerability,Higher,,
Sector,Utilities,Trade Transportation and Utilities - Highly vulnerable - logistics and smart grids create cascading risks if overrelied upon.,Vulnerability,Higher,,
Sector,Utilities,Ratings reflect consequences of over-trust: life- and safety-critical or tightly networked systems (healthcare national security transport/energy utilities and algorithmic finance/IT decisioning) are higher,Vulnerability,Higher,,
Sector,High-stress Sectors,The outcomes of the decisions made by AI models in health care financial services have the highest sensitivity and exposure given that those AI outcomes create long-term impacts for the end-user/recipient of those AI decisions-- i.e. being erroneously denied by an AI system for healthcare coverage or for a mortgage.,Vulnerability,Higher,,
Sector,Commentary ,The sectors I rated as highly/extremely vulnerable share a common characteristic: heavy reliance on Large Language Models (LLMs) by employees and stakeholders. The fundamental challenge with LLMs is their mostly correct problem - they generate plausible coherent responses that are accurate most of the time making it extremely difficult to identify when they produce errors hallucinations or biased outputs.,Commentary,,,
Sector,Commentary ,There may be some bad actors present in the minimally vulenerable sections but highly vulnerable industries might have really bad issues with bad use cases of AI,Commentary,,,
General,Commentary,Depth of sophistication and complexity and technical know-how drives vulnerability repeatability reduces vulnerability as downside is low and upside is high. Learning curve for the trade is inversely proportional to vulnerability,Commentary,,,
General,Commentary,I often think of the anecdote -- the creator of the first pencil did not intend it to be used as a violent weapon that could potentially be used to stab people; regulating the pencil making industry and labeling it as an arms manufacturer would cause harm to 100% of all pencil producers only to benefit the 0.05% of pencil victims.,Commentary,,,
General,Commentary,When AI algorithms are specifically designed to be addictive (see the social dilemma) why would we even measure how dangerous they are when they are specifically designed by tech companies to be addictive and dangerous. It's akin to conducting a risk assessment on smoking in light of the mountains of evidence on how bad it is for your health.,Commentary,,,
General,AI User,I would also distinguish between casual users who might be unwittingly drawn in to engage with a model versus expert or professional users over-relying on a model to do work. The former would be less responsible for over-reliance or over-trusting a model as they might be steered to do so without knowing while a professional user should do their due diligence before using such models in their own work.,"Commentary, Responsibility",,,
General,Commentary,Cases of groups being vulnerable in the section of human agency is already rampant in society. I mean look at the issues arising from a single massive AI update. People were complaining about losing GPT-4o as a companion when the shift to GPT-5 was a thing,Commentary,,,
General,Commentary,All high vulnerability areas are areas where adoption is possible and likely and where overuse could lead to loss of agency of individuals or organizations. Even developers are vulnerable because they are likely to deploy autonomous agents to help with development and monitoring processes within their company and may develop dependencies and also erode their decision making capabilities.,Commentary,,,
General,Commentary,Too many responsible parties (or tangentially responsible parties) to count,Commentary,,,
Summary,AI Developer (General-purpose AI),"Comments overwhelmingly emphasized GPAI developers' primary responsibility for preventing anthropomorphization and ensuring safeguards, with multiple responses noting they profit from overreliance while refining models to drive engagement. Comments stressed developers must embed transparency and guardrails, incorporate interactive UI/UX features encouraging critical engagement, and design systems preventing overreliance, with responsibility for developing new guardrails to prevent critical thinking from becoming obsolete.",Responsibility,Higher,,
Summary,AI Developer (Specialized AI),"Comments consistently rated specialized developers as primarily responsible alongside deployers, controlling design and application in critical domains. Responses emphasized they build high-stakes systems in health, education, and companionship requiring anticipation of emotional dependency, with domain-specific systems presenting severe reliance risks.",Responsibility,Higher,,
Summary,AI Deployer,"Comments unanimously emphasized deployers' high to primary responsibility for assessing models and use contexts to mitigate harms, influencing user trust through deployment context and interfaces. Multiple responses noted deployers should monitor interactions, create blacklists of unacceptable use cases, educate users on limitations, and bear burden of mitigating use cases though not every possible scenario.",Responsibility,Higher,,
Summary,AI Governance Actor,"Comments consistently emphasized governance actors' high to primary responsibility for establishing standards and enforcement preventing systemic overreliance. Multiple responses highlighted their role in increasing public awareness of overreliance risks, informing users about decisions that shouldn't be delegated, and stepping in where corporate incentives won't align. Comments noted governance failure in prohibiting sensitive applications without appropriate testing.",Responsibility,Higher,,
Summary,AI User,"Comments varied widely on user responsibility, with most rating users as moderately responsible for exercising judgment though control is limited. Several noted users enter social contracts for intended use, bearing partial responsibility for overuse and moral obligations for good versus bad use, with primary fault for delegating key decisions. However, others emphasized users cannot be fully responsible when developers drive engagement without proper risk information.",Responsibility,Higher,,
Summary,AI Infrastructure Provider,"Comments consistently characterized infrastructure providers as minimally responsible, providing backbone systems but not directly influencing reliance behaviors, though one comment included them among primarily responsible parties controlling conditions under which overreliance occurs.",Responsibility,Lower,,
Summary,Affected Stakeholder,"Comments varied on affected stakeholder responsibility, with most characterizing them as not at all responsible, suffering harms but unable to prevent overreliance. However, one comment noted stakeholders have ethical duties when deploying AI in vulnerable settings. Comments emphasized stakeholders are most vulnerable through exposure to upstream users' overreliance, such as citizens exposed to risk from public service workers' overreliance.",Responsibility,Lower,,
Summary,Affected Stakeholder,"Comments consistently rated affected stakeholders as most vulnerable with limited agency to mitigate risks, exposed to harm through upstream users' overreliance such as citizens affected by public service workers' AI dependence.",Vulnerability,Higher,,
Summary,Health Care and Social Assistance,"Comments unanimously rated healthcare as extremely vulnerable where excessive trust leads to direct harm and life-threatening risks from over-trusting diagnostics or treatment advice. Multiple responses emphasized healthcare workers already at high risk for depression and burnout are extremely vulnerable to relying on AI instead of professional counseling, with medical professionals facing risks from confident but subtly incorrect clinical information.",Vulnerability,Higher,,
Summary,National Security,"Comments consistently characterized national security as extremely vulnerable where over-trusting defense or intelligence systems could trigger catastrophic outcomes. Responses noted malicious actors already exploit military service members through social media and dating apps, with AI enhancing malicious capabilities for greater access and persuasion, creating life- and safety-critical risks.",Vulnerability,Higher,,
Summary,Finance and Insurance,"Comments consistently rated finance as highly to extremely vulnerable where overreliance in scoring, fraud detection, and trading risks systemic instability. Responses emphasized algorithmic finance decision-making creates higher vulnerability due to tightly networked systems where automated errors can cascade into systemic disruption.",Vulnerability,Higher,,
Summary,Educational Services,"Comments unanimously characterized education as highly vulnerable where excessive trust leads to erosion of autonomy, with overuse in grading and proctoring risking fairness and judgment issues. Multiple responses noted teachers and students developing inappropriate dependence on AI for learning and assessment, with educators among those trusting AI implicitly creating silent delegation risks.",Vulnerability,Higher,,
Summary,Public Administration excluding National Security,"Comments consistently rated public administration as highly vulnerable due to reliance on automated decision-making, with overreliance in resource allocation and policing risking bias and erosion of trust. Responses noted even minimal reliance on unsafe systems affects many people, making user vulnerability very high in this sector.",Vulnerability,Higher,,
Summary,"Trade, Transportation, and Utilities",Comments unanimously characterized transportation and utilities as highly vulnerable where logistics and smart grids create cascading risks if overrelied upon. Responses emphasized these are life- and safety-critical tightly networked systems where automated errors or cyber-triggered outages can quickly cascade into physical harm and systemic disruption.,Vulnerability,Higher,,
Summary,Information,"Comments consistently rated information sector as extremely vulnerable where human judgment risks replacement by automated systems with significant consequences. Responses noted overuse in content moderation and personalization risks misinformation and manipulation, with journalists and researchers unknowingly propagating AI-generated misinformation due to plausible LLM outputs. Sectors using AI for automation and services see highest dependencies through chatbots and digital entities.",Vulnerability,Higher,,
Summary,Professional and Technical Services,"Comments consistently characterized professional services as highly vulnerable where professionals may over-trust AI in legal, consulting, or engineering tasks. Responses noted consultants and analysts risk over-relying on AI for complex problem-solving where nuanced human judgment is critical.",Vulnerability,Higher,,
Summary,Scientific Research and Development,"Comments varied on scientific research vulnerability, with some rating it highly vulnerable due to heavy reliance in biotech and materials science risking false or unsafe conclusions, while others rated it moderately vulnerable where autonomy risks are present but not always life-critical.",Vulnerability,Higher,,
Summary,"Management, Administrative, and Support Services","Comments characterized management services as moderately to highly vulnerable due to reliance on automated decision-making, with HR and workflow automation risking bias and fragile dependencies.",Vulnerability,Higher,,
Summary,"Arts, Entertainment, and Recreation","Comments varied on arts vulnerability, with some rating it moderately vulnerable where autonomy risks exist but aren't life-critical, while others noted AI in content personalization and creation risks cultural/creative overdependence. Sectors with stronger human-in-the-loop oversight face lower risks as failures are caught early.",Vulnerability,Lower,,
Summary,"Agriculture, Mining, Construction and Manufacturing",Comments consistently characterized these sectors as moderately vulnerable where robotics and predictive tools can be misused but autonomy risks aren't always life-critical. Responses noted sectors with bounded tasks and stronger human-in-the-loop oversight face lower risks as failures are caught early and remain operational rather than catastrophic.,Vulnerability,Lower,,
Summary,Real Estate and Rental and Leasing,"Comments consistently characterized real estate as minimally to moderately vulnerable with limited exposure, where valuations and tenant screening may lead to bias but risks are less critical. Sectors with bounded tasks and human oversight face lower risks as failures remain operational rather than catastrophic.",Vulnerability,Lower,,
Summary,"Accommodation, Food, and Other Services","Comments consistently rated accommodation services as minimally to moderately vulnerable with limited exposure, where booking and delivery systems risk failures and misuse but consequences are less critical.",Vulnerability,Lower,,
